facilityType,program,orderable,maxPeriodsOfStock,minPeriodsOfStock,emergencyOrderPoint
HSP,LC,LC0068,6,3,1
HSP,LC,LC0069,6,3,1
HSP,LC,LC0070,6,3,1
HSP,LC,LC0071,6,3,1
HSP,LC,LC0072,6,3,1
HSP,LC,LC0073,6,3,1
HSP,LC,LC0074,6,3,1
HSP,LC,LC0075,6,3,1
HSP,LC,LC0076,6,3,1
HSP,LC,LC0077,6,3,1
HSP,LC,LC0078,6,3,1
HSP,LC,LC0079,6,3,1
HSP,LC,LC0080,6,3,1
HSP,LC,LC0081,6,3,1
HSP,LC,LC0082,6,3,1
HSP,LC,LC0083,6,3,1
HSP,LC,LC0084,6,3,1
HSP,LC,LC0085,6,3,1
HSP,LC,LC0086,6,3,1
HSP,LC,LC0087,6,3,1
HSP,LC,LC0088,6,3,1
HSP,LC,LC0089,6,3,1
HSP,LC,LC0090,6,3,1
HSP,LC,LC0091,6,3,1
HSP,LC,LC0092,6,3,1
HSP,LC,LC0093,6,3,1
HSP,LC,LC0094,6,3,1
HSP,LC,LC0095,6,3,1
HSP,LC,LC0096,6,3,1
HSP,LC,LC0097,6,3,1
HSP,LC,LC0098,6,3,1
HSP,LC,LC0099,6,3,1
HSP,LC,LC0100,6,3,1
HSP,LC,LC0101,6,3,1
HSP,LC,LC0102,6,3,1
HSP,LC,LC0103,6,3,1
HSP,LC,LC0104,6,3,1
HSP,LC,LC0105,6,3,1
HSP,LC,LC0106,6,3,1
HSP,LC,LC0107,6,3,1
HSP,LC,LC0108,6,3,1
HSP,LC,LC0109,6,3,1
HSP,LC,LC0110,6,3,1
HSP,LC,LC0111,6,3,1
HSP,LC,LC0112,6,3,1
HSP,LC,LC0113,6,3,1
HSP,LC,LC0114,6,3,1
HSP,LC,LC0115,6,3,1
HSP,LC,LC0116,6,3,1
HSP,LC,LC0117,6,3,1
HSP,LC,LC0118,6,3,1
HSP,LC,LC0119,6,3,1
HSP,LC,LC0120,6,3,1
HSP,LC,LC0121,6,3,1
HSP,LC,LC0122,6,3,1
HSP,LC,LC0123,6,3,1
HSP,LC,LC0124,6,3,1
HSP,LC,LC0125,6,3,1
HSP,LC,LC0126,6,3,1
HSP,LC,LC0127,6,3,1
HSP,LC,LC0128,6,3,1
HSP,LC,LC0129,6,3,1
HSP,LC,LC0130,6,3,1
HSP,LC,LC0131,6,3,1
HSP,LC,LC0132,6,3,1
HSP,LC,LC0133,6,3,1
HSP,LC,LC0134,6,3,1
HSP,LC,LC0135,6,3,1
HSP,LC,LC0136,6,3,1
HSP,LC,LC0137,6,3,1
HSP,LC,LC0138,6,3,1
HSP,LC,LC0139,6,3,1
HSP,LC,LC0140,6,3,1
HSP,LC,LC0141,6,3,1
HSP,LC,LC0142,6,3,1
HSP,LC,LC0143,6,3,1
HSP,LC,LC0144,6,3,1
HSP,LC,LC0145,6,3,1
HSP,LC,LC0146,6,3,1
HSP,LC,LC0147,6,3,1
HSP,LC,LC0148,6,3,1
HSP,LC,LC0149,6,3,1
HSP,LC,LC0150,6,3,1
HSP,LC,LC0151,6,3,1
HSP,LC,LC0152,6,3,1
HSP,LC,LC0153,6,3,1
HSP,LC,LC0154,6,3,1
HSP,LC,LC0155,6,3,1
HSP,LC,LC0156,6,3,1
HSP,LC,LC0157,6,3,1
HSP,LC,LC0158,6,3,1
HSP,LC,LC0159,6,3,1
HSP,LC,LC0160,6,3,1
HSP,LC,LC0161,6,3,1
HSP,LC,LC0162,6,3,1
HSP,LC,LC0163,6,3,1
HSP,LC,LC0164,6,3,1
HSP,LC,LC0165,6,3,1
HSP,LC,LC0166,6,3,1
HSP,LC,LC0167,6,3,1
HSP,LC,LC0168,6,3,1
HSP,LC,LC0169,6,3,1
HSP,LC,LC0170,6,3,1
HSP,LC,LC0171,6,3,1
HSP,LC,LC0172,6,3,1
HSP,LC,LC0173,6,3,1
HSP,LC,LC0174,6,3,1
HSP,LC,LC0175,6,3,1
HSP,LC,LC0176,6,3,1
HSP,LC,LC0177,6,3,1
HSP,LC,LC0178,6,3,1
HSP,LC,LC0179,6,3,1
HSP,LC,LC0180,6,3,1
HSP,LC,LC0181,6,3,1
HSP,LC,LC0182,6,3,1
HSP,LC,LC0183,6,3,1
HSP,LC,LC0184,6,3,1
HSP,LC,LC0185,6,3,1
HSP,LC,LC0186,6,3,1
HSP,LC,LC0187,6,3,1
HSP,LC,LC0188,6,3,1
HSP,LC,LC0189,6,3,1
HSP,LC,LC0190,6,3,1
HSP,LC,LC0191,6,3,1
HSP,LC,LC0192,6,3,1
HSP,LC,LC0193,6,3,1
HSP,LC,LC0194,6,3,1
HSP,LC,LC0195,6,3,1
HSP,LC,LC0196,6,3,1
HSP,LC,LC0197,6,3,1
HSP,LC,LC0198,6,3,1
HSP,LC,LC0199,6,3,1
HSP,LC,LC0200,6,3,1
HSP,LC,LC0201,6,3,1
HSP,LC,LC0202,6,3,1
HSP,LC,LC0203,6,3,1
HSP,LC,LC0204,6,3,1
HSP,LC,LC0205,6,3,1
HSP,LC,LC0206,6,3,1
HSP,LC,LC0207,6,3,1
HSP,LC,LC0208,6,3,1
HSP,LC,LC0209,6,3,1
HSP,LC,LC0210,6,3,1
HSP,LC,LC0211,6,3,1
HSP,LC,LC0212,6,3,1
HSP,LC,LC0213,6,3,1
HSP,LC,LC0214,6,3,1
HSP,LC,LC0215,6,3,1
HSP,LC,LC0216,6,3,1
HSP,LC,LC0217,6,3,1
HSP,LC,LC0218,6,3,1
HSP,LC,LC0219,6,3,1
HSP,LC,LC0220,6,3,1
HSP,LC,LC0221,6,3,1
HSP,LC,LC0222,6,3,1
HSP,LC,LC0223,6,3,1
HSP,LC,LC0224,6,3,1
HSP,LC,LC0225,6,3,1
HSP,LC,LC0226,6,3,1
HSP,LC,LC0227,6,3,1
HSP,LC,LC0228,6,3,1
HSP,LC,LC0229,6,3,1
HSP,LC,LC0230,6,3,1
HSP,LC,LC0231,6,3,1
HSP,LC,LC0232,6,3,1
HSP,LC,LC0233,6,3,1
HSP,LC,LC0234,6,3,1
HSP,LC,LC0235,6,3,1
HSP,LC,LC0236,6,3,1
HSP,LC,LC0237,6,3,1
HSP,LC,LC0238,6,3,1
HSP,LC,LC0239,6,3,1
HSP,LC,LC0240,6,3,1
HSP,LC,LC0241,6,3,1
HSP,LC,LC0242,6,3,1
HSP,LC,LC0243,6,3,1
HSP,LC,LC0244,6,3,1
HSP,LC,LC0245,6,3,1
HSP,LC,LC0246,6,3,1
HSP,LC,LC0247,6,3,1
HSP,LC,LC0248,6,3,1
HSP,LC,LC0249,6,3,1
HSP,LC,LC0250,6,3,1
HSP,LC,LC0251,6,3,1
HSP,LC,LC0252,6,3,1
HSP,LC,LC0253,6,3,1
HSP,LC,LC0254,6,3,1
HSP,LC,LC0255,6,3,1
HSP,LC,LC0256,6,3,1
HSP,LC,LC0257,6,3,1
HSP,LC,LC0258,6,3,1
HSP,LC,LC0259,6,3,1
HSP,LC,LC0260,6,3,1
HSP,LC,LC0261,6,3,1
HSP,LC,LC0262,6,3,1
HSP,LC,LC0263,6,3,1
HSP,LC,LC0264,6,3,1
HSP,LC,LC0265,6,3,1
HSP,LC,LC0266,6,3,1
HSP,LC,LC0267,6,3,1
HSP,LC,LC0268,6,3,1
HSP,LC,LC0269,6,3,1
HSP,LC,LC0270,6,3,1
HSP,LC,LC0271,6,3,1
HSP,LC,LC0272,6,3,1
HSP,LC,LC0273,6,3,1
HSP,LC,LC0274,6,3,1
HSP,LC,LC0275,6,3,1
HSP,LC,LC0276,6,3,1
HSP,LC,LC0277,6,3,1
HSP,LC,LC0278,6,3,1
HSP,LC,LC0279,6,3,1
HSP,LC,LC0280,6,3,1
HSP,LC,LC0281,6,3,1
HSP,LC,LC0282,6,3,1
HSP,LC,LC0283,6,3,1
HSP,LC,LC0284,6,3,1
HSP,LC,LC0285,6,3,1
HSP,LC,LC0286,6,3,1
HSP,LC,LC0287,6,3,1
HSP,LC,LC0288,6,3,1
HSP,LC,LC0289,6,3,1
HSP,LC,LC0290,6,3,1
HSP,LC,LC0291,6,3,1
HSP,LC,LC0292,6,3,1
HSP,LC,LC0293,6,3,1
HSP,LC,LC0294,6,3,1
HSP,LC,LC0295,6,3,1
HSP,LC,LC0296,6,3,1
HSP,LC,LC0297,6,3,1
HSP,LC,LC0298,6,3,1
HSP,LC,LC0299,6,3,1
HSP,LC,LC0300,6,3,1
HSP,LC,LC0301,6,3,1
HSP,LC,LC0302,6,3,1
HSP,LC,LC0303,6,3,1
HSP,LC,LC0304,6,3,1
HSP,LC,LC0305,6,3,1
HSP,LC,LC0306,6,3,1
HSP,LC,LC0307,6,3,1
HSP,LC,LC0308,6,3,1
HSP,LC,LC0309,6,3,1
HSP,LC,LC0310,6,3,1
HSP,LC,LC0311,6,3,1
HSP,LC,LC0312,6,3,1
HSP,LC,LC0313,6,3,1
HSP,LC,LC0314,6,3,1
HSP,LC,LC0315,6,3,1
HSP,LC,LC0316,6,3,1
HSP,LC,LC0317,6,3,1
HSP,LC,LC0318,6,3,1
HSP,LC,LC0319,6,3,1
HSP,LC,LC0320,6,3,1
HSP,LC,LC0321,6,3,1
HSP,LC,LC0322,6,3,1
HSP,LC,LC0323,6,3,1
HSP,LC,LC0324,6,3,1
HSP,LC,LC0325,6,3,1
HSP,LC,LC0326,6,3,1
HSP,LC,LC0327,6,3,1
HSP,LC,LC0328,6,3,1
HSP,LC,LC0329,6,3,1
HSP,LC,LC0330,6,3,1
HSP,LC,LC0331,6,3,1
HSP,LC,LC0332,6,3,1
HSP,LC,LC0333,6,3,1
HSP,LC,LC0334,6,3,1
HSP,LC,LC0335,6,3,1
HSP,LC,LC0336,6,3,1
HSP,LC,LC0337,6,3,1
HSP,LC,LC0338,6,3,1
HSP,LC,LC0339,6,3,1
HSP,LC,LC0340,6,3,1
HSP,LC,LC0341,6,3,1
HSP,LC,LC0342,6,3,1
HSP,LC,LC0343,6,3,1
HSP,LC,LC0344,6,3,1
HSP,LC,LC0345,6,3,1
HSP,LC,LC0346,6,3,1
HSP,LC,LC0347,6,3,1
HSP,LC,LC0348,6,3,1
HSP,LC,LC0349,6,3,1
HSP,LC,LC0350,6,3,1
HSP,LC,LC0351,6,3,1
HSP,LC,LC0352,6,3,1
HSP,LC,LC0353,6,3,1
HSP,LC,LC0354,6,3,1
HSP,LC,LC0355,6,3,1
HSP,LC,LC0356,6,3,1
HSP,LC,LC0357,6,3,1
HSP,LC,LC0358,6,3,1
HSP,LC,LC0359,6,3,1
HSP,LC,LC0360,6,3,1
HSP,LC,LC0361,6,3,1
HSP,LC,LC0362,6,3,1
HSP,LC,LC0363,6,3,1
HSP,LC,LC0364,6,3,1
HSP,LC,LC0365,6,3,1
HSP,LC,LC0366,6,3,1
HSP,LC,LC0367,6,3,1
HSP,LC,LC0368,6,3,1
HSP,LC,LC0369,6,3,1
HSP,LC,LC0370,6,3,1
HSP,LC,LC0371,6,3,1
HSP,LC,LC0372,6,3,1
HSP,LC,LC0373,6,3,1
HSP,LC,LC0374,6,3,1
HSP,LC,LC0375,6,3,1
HSP,LC,LC0376,6,3,1
HSP,LC,LC0377,6,3,1
HSP,LC,LC0378,6,3,1
HSP,LC,LC0379,6,3,1
HSP,LC,LC0380,6,3,1
HSP,LC,LC0381,6,3,1
HSP,LC,LC0382,6,3,1
HSP,LC,LC0383,6,3,1
HSP,LC,LC0384,6,3,1
HSP,LC,LC0385,6,3,1
HSP,LC,LC0386,6,3,1
HSP,LC,LC0387,6,3,1
HSP,LC,LC0388,6,3,1
HSP,LC,LC0389,6,3,1
HSP,LC,LC0390,6,3,1
HSP,LC,LC0391,6,3,1
HSP,LC,LC0392,6,3,1
HSP,LC,LC0393,6,3,1
HSP,LC,LC0394,6,3,1
HSP,LC,LC0395,6,3,1
HSP,LC,LC0396,6,3,1
HSP,LC,LC0397,6,3,1
HSP,LC,LC0398,6,3,1
HSP,LC,LC0399,6,3,1
HSP,LC,LC0400,6,3,1
HSP,LC,LC0401,6,3,1
HSP,LC,LC0402,6,3,1
HSP,LC,LC0403,6,3,1
HSP,LC,LC0404,6,3,1
HSP,LC,LC0405,6,3,1
HSP,LC,LC0406,6,3,1
HSP,LC,LC0407,6,3,1
HSP,LC,LC0408,6,3,1
HSP,LC,LC0409,6,3,1
HSP,LC,LC0410,6,3,1
HSP,LC,LC0411,6,3,1
HSP,LC,LC0412,6,3,1
HSP,LC,LC0413,6,3,1
HSP,LC,LC0414,6,3,1
HSP,LC,LC0415,6,3,1
HSP,LC,LC0416,6,3,1
HSP,LC,LC0417,6,3,1
HSP,LC,LC0418,6,3,1
HSP,LC,LC0419,6,3,1
HSP,LC,LC0420,6,3,1
HSP,LC,LC0421,6,3,1
HSP,LC,LC0422,6,3,1
HSP,LC,LC0423,6,3,1
HSP,LC,LC0424,6,3,1
HSP,LC,LC0425,6,3,1
HSP,LC,LC0426,6,3,1
HSP,LC,LC0427,6,3,1
HSP,LC,LC0428,6,3,1
HSP,LC,LC0429,6,3,1
HSP,LC,LC0430,6,3,1
HSP,LC,LC0431,6,3,1
HSP,LC,LC0432,6,3,1
HSP,LC,LC0433,6,3,1
HSP,LC,LC0434,6,3,1
HSP,LC,LC0435,6,3,1
HSP,LC,LC0436,6,3,1
HSP,LC,LC0437,6,3,1
HSP,LC,LC0438,6,3,1
HSP,LC,LC0439,6,3,1
HSP,LC,LC0440,6,3,1
HSP,LC,LC0441,6,3,1
HSP,LC,LC0442,6,3,1
HSP,LC,LC0443,6,3,1
HSP,LC,LC0444,6,3,1
HSP,LC,LC0445,6,3,1
HSP,LC,LC0446,6,3,1
HSP,LC,LC0447,6,3,1
HSP,LC,LC0448,6,3,1
HSP,LC,LC0449,6,3,1
HSP,LC,LC0450,6,3,1
HSP,LC,LC0451,6,3,1
HSP,HIV,HIV0001,6,3,1
HSP,HIV,HIV0002,6,3,1
HSP,HIV,HIV0003,6,3,1
HSP,HIV,HIV0004,6,3,1
HSP,HIV,HIV0005,6,3,1
HSP,HIV,HIV0006,6,3,1
HSP,HIV,HIV0007,6,3,1
HSP,HIV,HIV0008,6,3,1
HSP,HIV,HIV0009,6,3,1
HSP,HIV,HIV0010,6,3,1
HSP,HIV,HIV0011,6,3,1
HSP,TB,TB0001,6,3,1
HSP,TB,TB0002,6,3,1
HSP,TB,TB0003,6,3,1
HSP,TB,TB0004,6,3,1
HSP,TB,TB0005,6,3,1
HSP,TB,TB0006,6,3,1
HSP,TB,TB0007,6,3,1
HSP,TB,TB0008,6,3,1
HSP,TB,TB0009,6,3,1
HSP,TB,TB0010,6,3,1
HSP,TB,TB0011,6,3,1
HSP,TB,TB0012,6,3,1
HSP,TB,TB0013,6,3,1
HSP,TB,TB0014,6,3,1
HSP,TB,TB0015,6,3,1
HSP,MLA,MAL0001,6,3,1
HSP,MLA,MAL0002,6,3,1
HSP,MLA,MAL0003,6,3,1
HSP,MLA,MAL0004,6,3,1
HSP,MLA,MAL0005,6,3,1
HSP,MLA,MAL0006,6,3,1
HSP,MLA,MAL0007,6,3,1
HSP,MLA,MAL0008,6,3,1
HSP,MLA,MAL0009,6,3,1
HSP,MLA,MAL0010,6,3,1
HSP,MLA,MAL0011,6,3,1
HSP,MLA,MAL0012,6,3,1
HSP,MLA,MAL0013,6,3,1
HSP,MLA,MAL0014,6,3,1
HSP,MLA,MAL0015,6,3,1
HSP,MLA,MAL0016,6,3,1
HSP,MLA,MAL0017,6,3,1
HSP,MLA,MAL0018,6,3,1
HCC,EM,EM0001,2,1,0.5
HCC,EM,EM0002,2,1,0.5
HCC,EM,EM0003,2,1,0.5
HCC,EM,EM0004,2,1,0.5
HCC,EM,EM0005,2,1,0.5
HCC,EM,EM0006,2,1,0.5
HCC,EM,EM0007,2,1,0.5
HCC,EM,EM0008,2,1,0.5
HCC,EM,EM0009,2,1,0.5
HCC,EM,EM0010,2,1,0.5
HCC,EM,EM0011,2,1,0.5
HCC,EM,EM0012,2,1,0.5
HCC,EM,EM0013,2,1,0.5
HCC,EM,EM0014,2,1,0.5
HCC,EM,EM0015,2,1,0.5
HCC,EM,EM0016,2,1,0.5
HCC,EM,EM0017,2,1,0.5
HCC,EM,EM0018,2,1,0.5
HCC,EM,EM0019,2,1,0.5
HCC,EM,EM0020,2,1,0.5
HCC,EM,EM0021,2,1,0.5
HCC,EM,EM0022,2,1,0.5
HCC,EM,EM0023,2,1,0.5
HCC,EM,EM0024,2,1,0.5
HCC,EM,EM0025,2,1,0.5
HCC,EM,EM0026,2,1,0.5
HCC,EM,EM0027,2,1,0.5
HCC,EM,EM0028,2,1,0.5
HCC,EM,EM0029,2,1,0.5
HCC,EM,EM0030,2,1,0.5
HCC,EM,EM0031,2,1,0.5
HCC,EM,EM0032,2,1,0.5
HCC,EM,EM0033,2,1,0.5
HCC,EM,EM0034,2,1,0.5
HCC,EM,EM0035,2,1,0.5
HCC,EM,EM0036,2,1,0.5
HCC,EM,EM0037,2,1,0.5
HCC,EM,EM0038,2,1,0.5
HCC,EM,EM0039,2,1,0.5
HCC,EM,EM0040,2,1,0.5
HCC,EM,EM0041,2,1,0.5
HCC,EM,EM0042,2,1,0.5
HCC,EM,EM0043,2,1,0.5
HCC,EM,EM0044,2,1,0.5
HCC,EM,EM0045,2,1,0.5
HCC,EM,EM0046,2,1,0.5
HCC,EM,EM0047,2,1,0.5
HCC,EM,EM0048,2,1,0.5
HCC,EM,EM0049,2,1,0.5
HCC,EM,EM0050,2,1,0.5
HCC,EM,EM0051,2,1,0.5
HCC,EM,EM0052,2,1,0.5
HCC,EM,EM0053,2,1,0.5
HCC,EM,EM0054,2,1,0.5
HCC,EM,EM0055,2,1,0.5
HCC,EM,EM0056,2,1,0.5
HCC,EM,EM0057,2,1,0.5
HCC,EM,EM0058,2,1,0.5
HCC,EM,EM0059,2,1,0.5
HCC,EM,EM0060,2,1,0.5
HCC,EM,EM0061,2,1,0.5
HCC,EM,EM0062,2,1,0.5
HCC,EM,EM0063,2,1,0.5
HCC,EM,EM0064,2,1,0.5
HCC,EM,EM0065,2,1,0.5
HCC,EM,EM0066,2,1,0.5
HCC,EM,EM0067,2,1,0.5
HCC,EM,EM0068,2,1,0.5
HCC,EM,EM0069,2,1,0.5
HCC,EM,EM0070,2,1,0.5
HCC,EM,EM0071,2,1,0.5
HCC,EM,EM0072,2,1,0.5
HCC,EM,EM0073,2,1,0.5
HCC,EM,EM0074,2,1,0.5
HCC,EM,EM0075,2,1,0.5
HCC,EM,EM0076,2,1,0.5
HCC,EM,EM0077,2,1,0.5
HCC,EM,EM0078,2,1,0.5
HCC,EM,EM0079,2,1,0.5
HCC,EM,EM0080,2,1,0.5
HCC,EM,EM0081,2,1,0.5
HCC,EM,EM0082,2,1,0.5
HCC,EM,EM0083,2,1,0.5
HCC,EM,EM0084,2,1,0.5
HCC,EM,EM0085,2,1,0.5
HCC,EM,EM0086,2,1,0.5
HCC,EM,EM0087,2,1,0.5
HCC,EM,EM0088,2,1,0.5
HCC,EM,EM0089,2,1,0.5
HCC,EM,EM0090,2,1,0.5
HCC,EM,EM0091,2,1,0.5
HCC,EM,EM0092,2,1,0.5
HCC,EM,EM0093,2,1,0.5
HCC,EM,EM0094,2,1,0.5
HCC,EM,EM0095,2,1,0.5
HCC,EM,EM0096,2,1,0.5
HCC,EM,EM0097,2,1,0.5
HCC,EM,EM0098,2,1,0.5
HCC,EM,EM0099,2,1,0.5
HCC,EM,EM0100,2,1,0.5
HCC,EM,EM0101,2,1,0.5
HCC,EM,EM0102,2,1,0.5
HCC,EM,EM0103,2,1,0.5
HCC,EM,EM0104,2,1,0.5
HCC,EM,EM0105,2,1,0.5
HCC,EM,EM0106,2,1,0.5
HCC,EM,EM0107,2,1,0.5
HCC,EM,EM0108,2,1,0.5
HCC,EM,EM0109,2,1,0.5
HCC,EM,EM0110,2,1,0.5
HCC,EM,EM0111,2,1,0.5
HCC,EM,EM0112,2,1,0.5
HCC,EM,EM0113,2,1,0.5
HCC,EM,EM0114,2,1,0.5
HCC,EM,EM0115,2,1,0.5
HCC,EM,EM0116,2,1,0.5
HCC,EM,EM0117,2,1,0.5
HCC,EM,EM0118,2,1,0.5
HCC,EM,EM0119,2,1,0.5
HCC,EM,EM0120,2,1,0.5
HCC,EM,EM0121,2,1,0.5
HCC,EM,EM0122,2,1,0.5
HCC,EM,EM0123,2,1,0.5
HCC,EM,EM0124,2,1,0.5
HCC,EM,EM0125,2,1,0.5
HCC,EM,EM0126,2,1,0.5
HCC,EM,EM0127,2,1,0.5
HCC,EM,EM0128,2,1,0.5
HCC,EM,EM0129,2,1,0.5
HCC,EM,EM0130,2,1,0.5
HCC,EM,EM0131,2,1,0.5
HCC,EM,EM0132,2,1,0.5
HCC,EM,EM0133,2,1,0.5
HCC,EM,EM0134,2,1,0.5
HCC,EM,EM0135,2,1,0.5
HCC,EM,EM0136,2,1,0.5
HCC,EM,EM0137,2,1,0.5
HCC,EM,EM0138,2,1,0.5
HCC,EM,EM0139,2,1,0.5
HCC,EM,EM0140,2,1,0.5
HCC,EM,EM0141,2,1,0.5
HCC,EM,EM0142,2,1,0.5
HCC,EM,EM0143,2,1,0.5
HCC,EM,EM0144,2,1,0.5
HCC,EM,EM0145,2,1,0.5
HCC,EM,EM0146,2,1,0.5
HCC,EM,EM0147,2,1,0.5
HCC,EM,EM0148,2,1,0.5
HCC,EM,EM0149,2,1,0.5
HCC,EM,EM0150,2,1,0.5
HCC,EM,EM0151,2,1,0.5
HCC,EM,EM0152,2,1,0.5
HCC,EM,EM0153,2,1,0.5
HCC,EM,EM0154,2,1,0.5
HCC,EM,EM0155,2,1,0.5
HCC,EM,EM0156,2,1,0.5
HCC,EM,EM0157,2,1,0.5
HCC,EM,EM0158,2,1,0.5
HCC,EM,EM0159,2,1,0.5
HCC,EM,EM0160,2,1,0.5
HCC,EM,EM0161,2,1,0.5
HCC,EM,EM0162,2,1,0.5
HCC,EM,EM0163,2,1,0.5
HCC,EM,EM0164,2,1,0.5
HCC,EM,EM0165,2,1,0.5
HCC,EM,EM0166,2,1,0.5
HCC,EM,EM0167,2,1,0.5
HCC,EM,EM0168,2,1,0.5
HCC,EM,EM0169,2,1,0.5
HCC,EM,EM0170,2,1,0.5
HCC,EM,EM0171,2,1,0.5
HCC,EM,EM0172,2,1,0.5
HCC,EM,EM0173,2,1,0.5
HCC,EM,EM0174,2,1,0.5
HCC,EM,EM0175,2,1,0.5
HCC,EM,EM0176,2,1,0.5
HCC,EM,EM0177,2,1,0.5
HCC,EM,EM0178,2,1,0.5
HCC,EM,EM0179,2,1,0.5
HCC,EM,EM0180,2,1,0.5
HCC,EM,EM0181,2,1,0.5
HCC,EM,EM0182,2,1,0.5
HCC,EM,EM0183,2,1,0.5
HCC,EM,EM0184,2,1,0.5
HCC,EM,EM0185,2,1,0.5
HCC,EM,EM0186,2,1,0.5
HCC,EM,EM0187,2,1,0.5
HCC,EM,EM0188,2,1,0.5
HCC,EM,EM0189,2,1,0.5
HCC,EM,EM0190,2,1,0.5
HCC,EM,EM0191,2,1,0.5
HCC,EM,EM0192,2,1,0.5
HCC,EM,EM0193,2,1,0.5
HCC,EM,EM0194,2,1,0.5
HCC,EM,EM0195,2,1,0.5
HCC,EM,EM0196,2,1,0.5
HCC,EM,EM0197,2,1,0.5
HCC,EM,EM0198,2,1,0.5
HCC,EM,EM0199,2,1,0.5
HCC,EM,EM0200,2,1,0.5
HCC,EM,EM0201,2,1,0.5
HCC,EM,EM0202,2,1,0.5
HCC,EM,EM0203,2,1,0.5
HCC,EM,EM0204,2,1,0.5
HCC,EM,EM0205,2,1,0.5
HCC,EM,EM0206,2,1,0.5
HCC,EM,EM0207,2,1,0.5
HCC,EM,EM0208,2,1,0.5
HCC,EM,EM0209,2,1,0.5
HCC,EM,EM0210,2,1,0.5
HCC,EM,EM0211,2,1,0.5
HCC,EM,EM0212,2,1,0.5
HCC,EM,EM0213,2,1,0.5
HCC,EM,EM0214,2,1,0.5
HCC,EM,EM0215,2,1,0.5
HCC,EM,EM0216,2,1,0.5
HCC,EM,EM0217,2,1,0.5
HCC,EM,EM0218,2,1,0.5
HCC,EM,EM0219,2,1,0.5
HCC,EM,EM0220,2,1,0.5
HCC,EM,EM0221,2,1,0.5
HCC,EM,EM0222,2,1,0.5
HCC,EM,EM0223,2,1,0.5
HCC,EM,EM0224,2,1,0.5
HCC,EM,EM0225,2,1,0.5
HCC,EM,EM0226,2,1,0.5
HCC,EM,EM0227,2,1,0.5
HCC,EM,EM0228,2,1,0.5
HCC,EM,EM0229,2,1,0.5
HCC,EM,EM0230,2,1,0.5
HCC,EM,EM0231,2,1,0.5
HCC,EM,EM0232,2,1,0.5
HCC,EM,EM0233,2,1,0.5
HCC,EM,EM0234,2,1,0.5
HCC,EM,EM0235,2,1,0.5
HCC,EM,EM0236,2,1,0.5
HCC,EM,EM0237,2,1,0.5
HCC,EM,EM0238,2,1,0.5
HCC,EM,EM0239,2,1,0.5
HCC,EM,EM0240,2,1,0.5
HCC,EM,EM0241,2,1,0.5
HCC,EM,EM0242,2,1,0.5
HCC,EM,EM0243,2,1,0.5
HCC,EM,EM0244,2,1,0.5
HCC,EM,EM0245,2,1,0.5
HCC,EM,EM0246,2,1,0.5
HCC,EM,EM0247,2,1,0.5
HCC,EM,EM0248,2,1,0.5
HCC,EM,EM0249,2,1,0.5
HCC,EM,EM0250,2,1,0.5
HCC,EM,EM0251,2,1,0.5
HCC,EM,EM0252,2,1,0.5
HCC,EM,EM0253,2,1,0.5
HCC,EM,EM0254,2,1,0.5
HCC,EM,EM0255,2,1,0.5
HCC,EM,EM0256,2,1,0.5
HCC,EM,EM0257,2,1,0.5
HCC,EM,EM0258,2,1,0.5
HCC,EM,EM0259,2,1,0.5
HCC,EM,EM0260,2,1,0.5
HCC,EM,EM0261,2,1,0.5
HCC,EM,EM0262,2,1,0.5
HCC,EM,EM0263,2,1,0.5
HCC,EM,EM0264,2,1,0.5
HCC,EM,EM0265,2,1,0.5
HCC,EM,EM0266,2,1,0.5
HCC,EM,EM0267,2,1,0.5
HCC,EM,EM0268,2,1,0.5
HCC,EM,EM0269,2,1,0.5
HCC,EM,EM0270,2,1,0.5
HCC,EM,EM0271,2,1,0.5
HCC,EM,EM0272,2,1,0.5
HCC,EM,EM0273,2,1,0.5
HCC,EM,EM0274,2,1,0.5
HCC,EM,EM0275,2,1,0.5
HCC,EM,EM0276,2,1,0.5
HCC,EM,EM0277,2,1,0.5
HCC,EM,EM0278,2,1,0.5
HCC,EM,EM0279,2,1,0.5
HCC,EM,EM0280,2,1,0.5
HCC,EM,EM0281,2,1,0.5
HCC,EM,EM0282,2,1,0.5
HCC,EM,EM0283,2,1,0.5
HCC,EM,EM0284,2,1,0.5
HCC,EM,EM0285,2,1,0.5
HCC,EM,EM0286,2,1,0.5
HCC,EM,EM0287,2,1,0.5
HCC,EM,EM0288,2,1,0.5
HCC,EM,EM0289,2,1,0.5
HCC,EM,EM0290,2,1,0.5
HCC,EM,EM0291,2,1,0.5
HCC,EM,EM0292,2,1,0.5
HCC,EM,EM0293,2,1,0.5
HCC,EM,EM0294,2,1,0.5
HCC,EM,EM0295,2,1,0.5
HCC,EM,EM0296,2,1,0.5
HCC,EM,EM0297,2,1,0.5
HCC,EM,EM0298,2,1,0.5
HCC,EM,EM0299,2,1,0.5
HCC,EM,EM0300,2,1,0.5
HCC,EM,EM0301,2,1,0.5
HCC,EM,EM0302,2,1,0.5
HCC,EM,EM0303,2,1,0.5
HCC,EM,EM0304,2,1,0.5
HCC,EM,EM0305,2,1,0.5
HCC,EM,EM0306,2,1,0.5
HCC,EM,EM0307,2,1,0.5
HCC,EM,EM0308,2,1,0.5
HCC,EM,EM0309,2,1,0.5
